54	57220133	1993	1994	1995	1996	9992	9992	2	9	3	4	4	4	9992	9992	4	0	0	4	4	9992	9992	4	2	2	2	2	9992	9992	2	0	0	2	2	9992	9992	2	0	0	1	1	9992	9992	0.5	0	0	0.5	1	9992	9992	0.375	0.727	0	1.5	1.417	9992	9992	0.889	1	1	0	0	9992	9992	0.5	1	1	0.5	0	9992	9992	0.625	0.727	1	0.1	0	9992	9992	0.467
55	57220955	1993	1994	1995	1996	9992	9992	2	10	6	8	8	9	9992	9992	9	6	8	8	9	9992	9992	9	3	4	6	6	9992	9992	6	3	4	6	6	9992	9992	6	3	4	3.5	4	9992	9992	3.625	4	4	4	4	9992	9992	4	3.857	4	3.938	4	9992	9992	3.948	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
56	57228523	1991	1992	1993	9992	9992	9992	9994	9994	4	5	6	9992	9992	9992	6	4	5	0	9992	9992	9992	5	2	3	4	9992	9992	9992	4	2	0	0	9992	9992	9992	2	1	1	0	9992	9992	9992	0.667	1	0	0	9992	9992	9992	0.333	1.875	1.111	0.167	9992	9992	9992	1.13	0	0	1	9992	9992	9992	0.333	0	1	1	9992	9992	9992	0.667	0.125	0.333	0.833	9992	9992	9992	0.391
57	57230940	1996	1997	1998	1999	9992	9992	9993	9993	3	4	0	0	9992	9992	4	3	4	0	0	9992	9992	4	6	3	0	0	9992	9992	6	6	3	0	0	9992	9992	6	3	1	9994	9994	9992	9992	2	2	2.5	9994	9994	9992	9992	2.25	2.5	2.75	2.455	3	9992	9992	2.625	0	0	9994	9994	9992	9992	0	0.5	0	9994	9994	9992	9992	0.25	0.125	0	0	0	9992	9992	0.031
58	57231300	1992	1993	1994	1995	9992	9992	3	11	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	2.5	2.5	2	9994	9992	9992	2.333	3.5	2	2.5	9994	9992	9992	2.667	3.357	2.857	2.563	3.571	9992	9992	3.069	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
59	57232895	1992	1993	1994	1995	9992	9992	3	11	5	5	6	2	9992	9992	6	0	5	6	2	9992	9992	6	3	3	4	0	9992	9992	4	0	3	4	0	9992	9992	4	2	3	2.5	3.5	9992	9992	2.857	2	3	2	9994	9992	9992	2.4	2.375	3.533	3.071	3.533	9992	9992	3.231	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
60	57233403	1992	1993	1994	1995	9992	9992	3	11	3	4	6	0	9992	9992	6	3	4	6	0	9992	9992	6	3	4	5	6	9992	9992	6	3	4	5	6	9992	9992	6	4	4	4	9994	9992	9992	4	4	4	4	3	9992	9992	3.8	4	4	3.917	3.8	9992	9992	3.935	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
61	57235039	1991	1992	1993	1994	9992	9992	4	12	3	6	0	0	9992	9992	6	3	6	0	0	9992	9992	6	0	3	0	4	9992	9992	4	0	3	0	4	9992	9992	4	4	3.5	9994	9994	9992	9992	3.75	9994	2	9994	2.5	9992	9992	2.25	3.091	2.417	3.077	3	9992	9992	2.891	0	0	9994	9994	9992	9992	0	9994	0	9994	0	9992	9992	0	0	0	0	0	9992	9992	0
62	57239363	1994	1995	9992	9992	9992	9992	1	9	3	0	9992	9992	9992	9992	3	3	0	9992	9992	9992	9992	3	3	3	9992	9992	9992	9992	3	0	0	9992	9992	9992	9992	0	0.5	9994	9992	9992	9992	9992	0.5	0	0	9992	9992	9992	9992	0	0.667	0.2	9992	9992	9992	9992	0.529	0.5	9994	9992	9992	9992	9992	0.5	1	1	9992	9992	9992	9992	1	0.5	0.8	9992	9992	9992	9992	0.588
63	57239974	1995	1996	1997	1998	9992	9992	9993	9993	3	4	6	0	9992	9992	6	3	4	6	0	9992	9992	6	3	3	4	0	9992	9992	4	3	3	4	0	9992	9992	4	1	2	0.5	9994	9992	9992	1.2	2	3.333	2.333	9994	9992	9992	2.714	2.091	3.357	2	2.4	9992	9992	2.511	0	0	0.5	9994	9992	9992	0.2	0	0	0	9994	9992	9992	0	0	0	0.083	0	9992	9992	0.021
64	57241075	1994	1995	9992	9992	9992	9992	1	9	2	2	9992	9992	9992	9992	2	2	2	9992	9992	9992	9992	2	2	3	9992	9992	9992	9992	3	2	3	9992	9992	9992	9992	3	1	1	9992	9992	9992	9992	1	0.5	0.5	9992	9992	9992	9992	0.5	1.583	1.417	9992	9992	9992	9992	1.5	0.667	0	9992	9992	9992	9992	0.4	0.5	0.5	9992	9992	9992	9992	0.5	0.333	0.167	9992	9992	9992	9992	0.25
